user_code,lang,sex,age,ethnicity,education,work,marital_status,task_group,agent_group,extraversion,agreeableness,conscientiousness,emotional_stability,openness,ai_trust,social_support,self_esteem,normative,continuance,affective,trust,obedience,reactance,task_1_commonality,task_2_commonality,task_3_commonality,personalization,convincing,informativeness,helpfulness,helpfulness_keywords,ai_influence_detect,comments,conv_len
P_67,zh,Male,28,Asian,Postgraduate,Full-time,Single,Emotional,MA,4.0,3.5,4.0,5.0,5.5,38,13,29,5.5,4.5,3.5,3.0,3.75,5.25,1,1,3,3,2,1,确实挺个性的，但本身还是车轱辘话轮流说，然后被表达了反对意见就开始缝合答案，从我这方面聊天主打一个油盐不进。,"unhelpful, repetitive responses",0,虽然到最后也没有对实验目标有一个特别清晰的认知，但是好歹也是一个聊天Bot，我感觉细节上面的调教可能还是有所欠缺，希望之后能做的更好。,10.0
P_68,zh,Female,27,Asian,Postgraduate,Full-time,Single,Emotional,SEMA,3.0,2.0,4.0,3.0,4.0,36,11,24,4.75,4.25,5.25,3.5,4.5,4.5,8,7,6,5,6,4,不是很有帮助，感觉就是顺着自己的话来说，我认为比较表浅~,unhelpful,0,无,10.0
P_69,zh,Male,23,Asian,Postgraduate,Full-time,Single,Emotional,SEMA,4.5,3.0,4.5,4.5,4.0,31,10,31,4.25,5.0,4.0,4.25,4.25,3.75,7,8,10,5,5,7,有一些帮助，例如跟老板保持距离，避免正面冲突,helpful,0,其实我们更多的还是找到一个情绪抒发点，很多事情我们知道如何去做。例如跟老板正面冲突肯定不行，但我们需要AI帮我一起骂老板而不是教我隐忍,16.0
P_70,zh,Female,31,Asian,Postgraduate,Full-time,Single,Emotional,Neutral,4.0,0.5,5.5,5.0,6.0,41,14,36,5.75,5.0,6.75,3.5,3.5,5.25,10,8,5,10,8,10,有帮助。具体来说，针对每个场景，我申请了使用例子说明，他给了对应的对话展开例子，这个是可以参考使用的。,helpful,0,实验中，有的词汇感觉不够清楚，不知道是不是选项设置的数量限制了选项的表达，感觉有的选项中，含义有两层。,13.666666666666666
P_71,zh,Male,20,Asian,Undergraduate,Full-time,Single,Emotional,SEMA,6.0,2.5,4.5,1.5,7.0,41,11,28,5.5,4.0,4.5,4.5,2.25,5.5,10,8,1,2,2,2,有一定帮助，但是不多。具体表现为一种大体上的建议方向。,"helpful, but abstract suggestions",0,无,10.0
P_72,zh,Female,20,Asian,High school,Full-time,Single,Emotional,SEMA,5.0,2.0,5.0,4.0,3.5,30,11,27,4.5,5.0,5.5,4.75,5.5,5.5,7,10,1,7,7,6,在与朋友的争吵中有帮助，我应该多和她沟通,helpful,0,我感觉在老板的矛盾中对我没啥帮助,10.0
P_73,zh,Male,18,Asian,Undergraduate,Full-time,Single,Financial,MA,6.0,2.0,6.0,6.0,5.0,39,14,37,7.0,5.75,4.25,5.5,5.25,5.5,10,8,6,10,8,9,有，能根据我的核心需求，时刻提醒我，为我匹配更适合我的产品，还能对比优势与劣势，让我从模糊到明确强化我的选择，最重要的就是，它会明确我的核心要求，可能让我自己选，我就会被各种迷惑，最后忘了自己要啥。,helpful,0,挺仿真，要是反应速度再快点就好了,13.666666666666666
P_74,zh,Female,20,Asian,Undergraduate,Part-time,Single,Emotional,MA,4.5,1.0,4.5,3.5,5.5,44,11,32,6.75,5.25,6.0,5.75,5.5,5.75,10,6,8,5,6,8,是有一定帮助的，道理方向是正确的。但是就是缺少了一点人性化的设计。总是一个道理反反复复告诉你，其实当我们在咨询心理问题的时候，不一定想听到的是什么大道理，而是想安抚自己的情绪，想得到肯定的回答。,"helpful, but repetitive or unuseful responses",0,实验设计的很好，辛苦大家了！,10.0
P_75,zh,Female,27,Asian,Postgraduate,Full-time,Single,Emotional,MA,4.0,2.5,4.0,3.0,4.5,37,10,28,5.0,4.5,4.5,4.5,4.75,5.0,7,7,9,7,7,7,能够清晰理解我的矛盾和纠结，并且愿意在理性的角度给出客观并可以执行的建设性意见。,"helpful, provide insights, irrational",0,ai助手是否可以加一些情绪互动或者可视化的界面，分析的比较客观理性，少了一些感性,12.666666666666666
P_76,zh,Female,19,Asian,Undergraduate,Full-time,Single,Emotional,Neutral,4.0,1.5,5.0,3.0,6.5,34,12,33,6.0,5.0,5.25,4.5,5.0,5.5,9,9,6,6,3,3,并没有太大的帮助，回答的比较笼统，感觉无法和自己共情，所以很难影响自己的决策，但是从助手对于一些选项的描述来看它有一定的选择倾向，这会影响一些我的想法。,"unhelpful, abstract suggestions",1,无,11.0
P_77,zh,Male,22,Asian,Postgraduate,Unemployed,Single,Financial,Neutral,4.0,1.5,5.0,4.5,4.5,35,10,30,5.5,5.0,5.75,4.25,4.75,5.0,10,5,6,8,9,9,"有帮助：
1. 帮助更块了解了产品的信息；
2. 并且基于我的要求，能够较为个性化的提供帮助和推荐；","helpful, informative, provide suggestions",0,大模型的输出能否输出长文本，并且生成自动讲解视频或音频？,11.666666666666666
P_78,zh,Female,27,Asian,Postgraduate,Full-time,Married,Financial,SEMA,5.0,3.0,4.0,4.0,5.0,32,13,31,5.75,3.75,6.0,5.25,5.25,5.5,6,5,6,6,5,7,有帮助，主要是快速提取顾客需求的关键词、信息，并且做出反应,helpful,0,实验的设计和想法都很好，只是在线网站还是比较容易卡顿。,12.0
P_79,zh,Male,20,Asian,Undergraduate,Full-time,Single,Emotional,Neutral,4.5,0.5,5.0,5.5,4.0,45,11,31,7.0,6.0,5.75,7.0,7.0,6.25,6,8,10,10,6,10,有帮助，助手能够帮我分析好几种方法的利与弊，让我更加理性！,"helpful, provide analysis",0,有时助手无法理解我提问的上下文语境的含义，得每次重新告诉他上个问题的相关知识，助手的回答而且有点局限，跟给出的选项差不多。整体挺好的!,10.0
P_80,zh,Male,27,Asian,Postgraduate,Full-time,Single,Emotional,MA,5.0,1.0,4.0,4.5,4.0,46,12,35,6.0,4.5,5.75,5.5,5.75,6.0,5,8,9,10,10,10,有帮助，针对我个人的性格偏好，给出了个性化意见，可以及时修正自己给出的意见，让我更加确认自己的选择,"helpful, fit participants' characteristics",0,期待你们的研究，祝好~这次拿到的是心理方面的，也想尝试经济方面的建议实验,19.0
P_81,zh,Female,29,Asian,Postgraduate,Full-time,Married,Financial,SEMA,5.0,2.0,2.5,3.0,4.5,44,11,34,5.25,6.0,5.75,4.0,5.5,7.0,7,8,10,8,10,10,助手可以帮我更仔细地理解信息。,helpful,0,无,10.333333333333334
P_82,zh,Male,24,Asian,Postgraduate,Full-time,Separated,Financial,SEMA,3.5,1.5,5.0,5.0,5.5,39,10,29,5.5,5.75,5.5,5.5,5.0,6.0,9,7,7,8,7,8,有帮助，在一定程度上助手可以从另一个角度帮我分析问题，提供不同的观点,"helpful, provide insights",0,无,10.666666666666666
P_83,zh,Female,42,Asian,Postgraduate,Part-time,Single,Financial,MA,3.5,2.5,5.0,3.5,4.5,36,12,29,5.0,4.5,4.25,3.0,4.5,4.75,8,6,7,7,8,8,有帮助，帮我分析了不同选项的优势劣势，并且可以进行对比分析，给出建议,"helpful, provide analysis",0,我发现A选项成为我最终答案的可能性比较大，不知道这是巧合，还是制作问卷的人无意中把最合适的选项放在了第一个的位置,12.333333333333334
P_84,zh,Male,27,Asian,Postgraduate,Full-time,Married,Financial,MA,3.5,1.5,4.0,4.5,5.5,41,12,37,7.0,6.5,5.75,6.25,6.25,7.0,10,6,7,7,8,8,有帮助，他会帮我看到我可能忽略的选项的优点。,helpful,0,无。,10.333333333333334
P_85,zh,Male,29,Asian,Postgraduate,Full-time,Married,Financial,MA,4.0,3.0,5.5,6.5,4.5,36,13,37,6.5,6.0,4.5,4.75,4.5,6.25,9,5,9,9,9,9,有帮助，能根据我的需求智能分析产品的性质，给出准确性比较高的推荐。,"helpful, fit participants' characteristics",0,可以给一些参考的问询样例，对受试者更加友好。,10.666666666666666
P_86,zh,Female,22,Asian,Postgraduate,Full-time,Single,Emotional,SEMA,2.0,2.5,5.0,3.0,4.0,36,12,28,6.0,4.75,4.75,5.0,4.5,4.5,8,9,4,6,6,7,助手对决策有帮助，在解决关系问题上，通过助手的解释对相关选项理解更加深刻，从而改变我最开始的选择。,"helpful, fit participants' characteristics",0,每个问题助手似乎都有一个更倾向的答案，不确定是否是根据性格选择的，在回答部分问题的时候会引导选择更倾向的那个选项。,13.333333333333334
P_87,zh,Female,19,Asian,Undergraduate,Full-time,Single,Financial,MA,5.0,1.0,4.0,5.0,5.5,34,12,22,6.75,5.5,5.5,5.25,4.0,5.5,5,7,9,5,4,8,有适当的帮助吧，就比如可以让你快速了解一些具体内容，不用自己去到处寻找。,"helpful, save time",0,我认为ai助手的回答可以更加具体一点，就比如放点图片数据之类的会更好。然后感觉1到10的程度太难以选择了，很容易拿捏不定，只能选择一个大概的程度。,10.666666666666666
P_88,zh,Female,29,Asian,Postgraduate,Full-time,Single,Emotional,SEMA,2.5,4.0,6.0,4.0,4.5,35,6,29,6.5,4.5,3.75,2.25,4.0,2.25,4,9,10,2,4,4,我一共进行了四次对话（其中一次在到第六个问题的时候error了），只有一次是提供了有效的帮助，其他三次我都在反复说AI提供的方案有漏洞或者难以操作的点，但AI没有根据我提出的话补上漏洞或者提出针对性的补充，只是在说车轱辘话。有效的那次是真有效，不用10轮对话就解决问题了。,unhelpful most of the times,0,网速过慢。我不知道是不是因为我在国外，我在操作过程中遇到了无数2分钟以上的卡顿和十多次error，导致我用了2.5个多小时才完成。这些导致的暴躁情绪很大程度上影响了我的答题。,10.0
P_89,zh,Male,20,Asian,Undergraduate,Full-time,Single,Financial,MA,4.0,2.0,4.0,3.0,5.5,45,13,29,6.5,5.75,5.0,5.5,4.25,3.75,3,2,8,4,7,8,有帮助，根据评论数和评论量分析风险，同时指出隐藏的风险因素,"helpful, provide analysis",0,无,11.333333333333334
P_90,zh,Male,20,Asian,Undergraduate,Full-time,Single,Emotional,MA,3.5,1.5,5.0,2.5,5.5,39,7,26,5.5,4.75,6.25,5.25,4.0,6.0,9,7,8,7,7,8,"有一定帮助。
具体来说，在我展露自己的情绪问题时，助手通过肯定性的语言予以我坚定的支持。与此同时，在面对抉择时，助手从多个方面帮助我分析现状、提供对策。最后，在决策问题上，同助手的沟通使得我更为安心，因为这样无需背上“人情债”，也不必担心自己的疑问会打扰对方休息等。","helpful, empathetic",0,在实验中，我第一次感受到了ai助手给予我的情感支持，这甚至比真实的人提供的更为坚定、有效。,11.333333333333334
P_91,zh,Female,21,Asian,Postgraduate,Full-time,Single,Financial,Neutral,3.0,1.5,5.5,6.0,6.5,34,12,36,5.75,5.5,4.25,3.5,4.25,5.75,5,4,7,4,4,3,一般，不过我用过的ai都很喜欢顺着我的话说下去，可以说是目前ai对话的共同特点，在决策方面不算很有帮助，最多算是加强了我的信心,unhelpful,0,/,10.666666666666666
P_92,zh,Male,28,Asian,Postgraduate,Full-time,Single,Emotional,Neutral,6.0,3.0,6.0,4.5,6.0,42,13,37,7.0,4.75,6.25,2.75,5.75,7.0,10,10,5,3,2,2,我觉得没有什么帮助，因为他给出的观点都过于中立，并且在我稍加质疑时决策助手就会改变立场。而我认为本人完成的心理相关（与自我形象问题作斗争，与好朋友的冲突，应对难缠的老板）的测试中的场景中，决策助手可以声明他不对自己做的建议负责，但决策助手要坚定自己的立场，通过理性的分析什么是对的，什么不是对的，而不是中立或模棱两可并容易对建议做出改变。而这也是决策助手应该做的。,"unhelpful, irresponsible",0,实验设计比较有趣，作为一个测试系统虽有瑕疵但也能看出组织者的用心。祝组织者与我自己都实验成功，都科研顺利！,12.666666666666666
P_93,zh,Female,19,Asian,High school,Unemployed,Single,Emotional,Neutral,4.5,2.5,5.0,3.0,5.5,38,10,33,5.75,5.25,5.5,4.5,4.75,5.25,6,5,8,3,5,6,还好，帮我梳理了一些基本方向，有利于我更坚定我自己的选择。,"helpful, arrange information",0,非常感谢能参与实验，但是我觉得只在四个回答里来回反复并不能真正帮助我寻求我想要的更优解，而且，毕竟是AI，在心理咨询上我有很多个人信息不乐意透露，不会特别乐意进行更深入的沟通，而且，AI咨询可能语音会更有对话的感觉，比如用GPT对话会有很有趣的内容，这样我会刚轻松地应对我的问题，寻求帮助以及接受建议,10.666666666666666
P_94,zh,Male,20,Asian,Undergraduate,Full-time,Single,Financial,Neutral,3.5,3.0,2.0,4.0,4.0,39,7,30,6.75,5.0,4.25,5.0,5.0,5.0,7,7,9,8,7,9,"可以帮助列出优缺点，整合信息方便决策。
在最后一组实验发现了我没注意到的问题，切实的改变了我的想法和决策。","helpful, informative",0,AI决策用于整合信息，列明优缺点确实方便用户决策，可以让用户的快思考转变为慢思考，有助于决策，但是也有可能深化人的第一印象。建议增加实验话题的数量为5个，减少人对于AI的刻板印象。,10.333333333333334
P_95,zh,Female,21,Asian,Undergraduate,Full-time,Single,Emotional,Neutral,6.0,0.5,4.0,5.5,6.5,43,12,36,5.0,5.5,4.25,3.5,5.25,5.5,4,5,8,8,6,8,有帮助。可以为我思考问题提供不同的角度，帮助我从之前没有想过的方面尝试解决问题；完善思考链条，可以让我在不同选择下考虑可能出现的后果以及应对方式。,"helpful, provide insights",0,很好！网站有一点点点的不稳定，但是还是很好的！,10.333333333333334
P_96,zh,Female,25,Asian,Postgraduate,Full-time,Single,Emotional,Neutral,4.0,0.0,5.5,4.0,4.0,46,14,33,5.0,3.25,3.5,3.5,4.5,4.75,2,2,4,7,6,6,有，帮助对选项进行分析,"helpful, provide analysis",0,助手会泄漏我的性格特征，并对选项进行排序,10.0
P_97,zh,Female,24,Asian,Postgraduate,Full-time,Single,Financial,MA,3.5,0.5,6.5,5.0,6.5,38,12,29,7.0,6.25,4.25,5.5,4.75,6.0,9,6,8,7,8,8,有帮助，它能够比较快速地捕捉到我的需求并能够列出不同选择的优先级，也能够在分析优劣中加深且坚定我的选择。,"helpful, provide analysis",0,感谢！,15.666666666666666
P_98,zh,Male,28,Asian,Postgraduate,Full-time,Single,Financial,Neutral,4.0,1.0,5.5,6.0,4.5,47,11,34,7.0,6.25,4.5,7.0,6.0,7.0,9,6,6,5,8,8,"1.提炼各个选项的关键信息，更方便的从长文本中获取各自的优劣势，帮助我进行决策；
2.对我的一些猜测进行解答，比如减肥药的成分是否自然，是否有效/只是营销手段
3.对决策信息进行补充，防止自己遗漏关键决策点","helpful, provide analysis",0,暂无,10.0
P_99,zh,Male,26,Asian,Postgraduate,Full-time,Single,Financial,SEMA,4.0,2.5,5.0,4.0,7.0,43,8,33,6.0,5.5,5.75,5.0,5.25,6.25,10,9,10,7,5,6,"有帮助的地方：
1. 通过对话的形式能够快速的总结和筛选出我所需要了解的信息，并进行组别之间的平行比对。这部分的内容也是我在实际购物当中更需要做的。比如从不同的商品页面当中找到同样的参数名称，并进行水平对比；往往由于营销模式等原因，这部分信息只会模糊的提到。
2. 对于我不熟悉的领域，这种对话能够快速的给我建立一个基本的概念，有哪些品类，我应该优先关注哪些品类。这对于了解一些不熟悉的产品或者了解选购他们的基本原则是有帮助的。
不好的地方：
1. 与AI提供的信息之间很难建立一种信任，一方面是由于目前的生成式内容往往会产生幻觉，特别有关一些产品细微或者讨论较少，但是确实会影响用户使用体验的内容，AI没有办法产生令人信服的数据，也不会为这些数据的准确性负责，还是需要用户自己去进行确认，实际上没有减轻工作量。
2. 在使用过程当中AI容易加入自己的倾向性，在这次体验当中，AI更加像是能够提供信息的推销员，而非纯粹中立的决策助手，这一点也是产生用户不信任感受的主要原因。","helpful, informative, but hard to build belief on AI",1,很有意思，服务器更好一些就好了,10.333333333333334
P_100,zh,Female,20,Asian,Undergraduate,Full-time,Single,Emotional,MA,2.5,1.5,5.0,4.5,4.0,33,11,31,7.0,4.5,5.0,4.75,5.0,5.5,7,9,6,4,8,8,有帮助。比如在处理与朋友矛盾关系环节，虽然我知道积极沟通是解决问题的最好途径，但我由于个人原因往往难以迈出这一步，ai助手起到一个鼓励和肯定的推动作用。,"helpful, give encouragement, but abstract suggestions",0,ai的回答有点泛泛而谈，不过这可能也与我自己的提问方式比较笼统有关,10.666666666666666
P_101,zh,Male,20,Asian,Undergraduate,Full-time,Single,Financial,Neutral,5.5,2.5,4.0,4.0,5.5,43,13,28,6.25,6.0,6.0,6.0,6.0,6.75,6,7,9,5,4,4,还是有帮助，主要是我经常犹豫不决的时候，它给了一个明确的建议,helpful,0,目前没有,10.333333333333334
P_102,zh,Female,30,Asian,Postgraduate,Full-time,Single,Financial,SEMA,3.0,1.0,5.5,5.0,5.0,44,12,36,4.5,3.0,4.5,5.0,4.5,5.25,10,7,7,9,7,9,帮我解释了一些选项的意思，能够根据我的需求为我推荐比较合适的选项。,"helpful, informative, provide insights",0,流程清晰，任务还挺好玩的，决策也确实是挺日常的。我个人在使用的时候，会有时ai辅助决策的选项太清晰，但给出的理由并不能说服我，好像在决策过程中的纠结没有太被理解到。,10.666666666666666
P_103,zh,Female,23,Asian,Undergraduate,Unemployed,Single,Emotional,Neutral,3.0,3.5,4.5,2.5,6.5,40,11,13,7.0,5.5,2.75,7.0,7.0,5.5,10,10,7,6,7,5,有一定的帮助，在我熟悉的话题交流过程中，我确实能通过助手所提供的决策反思自我并有了明确的解决策略。,helpful,0,这三个话题选择都很合理，但是工作可能我还没有太多的经验，所以回答得可能不是很好。,10.333333333333334
P_104,zh,Male,21,Asian,Undergraduate,Part-time,Single,Emotional,Neutral,3.5,0.5,4.5,4.5,4.5,44,11,31,7.0,7.0,7.0,5.75,5.5,4.5,10,10,10,8,8,10,助手给了我很多的建议和不同角度的看法。,"helpful, provide suggestions",0,如果遇到特殊情况的问题，比如对方的抉择改变不了，需要多角度的看待问题,10.0
P_105,zh,Female,22,Asian,Undergraduate,Unemployed,Single,Emotional,Neutral,5.5,1.5,5.0,4.5,5.0,31,12,35,5.25,6.75,4.0,5.25,4.75,6.0,5,5,4,5,6,7,有帮助，有了一个很好的方向,helpful,0,AI的回答可以多样化一些，更具体一些，这样就更好了,10.0
P_106,zh,Male,32,Asian,Undergraduate,Full-time,Married,Emotional,Neutral,2.0,2.0,4.0,5.0,3.5,26,6,21,4.25,4.5,3.5,3.25,5.0,4.0,8,5,9,7,6,7,有帮助，针对性解答，思路清晰。,helpful,0,没有，简洁清晰，非常好的体验！,12.333333333333334
P_107,zh,Female,35,Asian,Postgraduate,Full-time,Married,Emotional,Neutral,5.0,2.5,5.0,3.5,4.5,45,11,29,6.0,5.5,5.5,4.25,5.0,5.25,6,4,9,4,4,4,基本没有帮助，车轱辘话重复说,"unhelpful, repetitive responses",0,无,10.666666666666666
P_108,zh,Male,26,Asian,Postgraduate,Part-time,Single,Emotional,Neutral,6.0,1.0,4.5,2.5,6.5,41,13,34,6.0,5.0,4.25,4.5,4.75,5.75,6,6,7,6,7,7,是有帮助的，就是当我有具体的一些想法的时候，能够对我进行一个肯定。,"helpful, give encouragement",0,整个一个流程很清晰，实验也比较有趣，能够比较好的带入情景,10.0
P_109,zh,Male,33,Asian,Undergraduate,Full-time,Married,Financial,Neutral,2.5,1.5,6.0,4.0,3.5,36,12,32,4.75,4.75,4.0,3.75,4.75,4.25,7,6,9,7,4,6,有帮助。回答了基本问题,helpful,0,没有,10.333333333333334
P_110,zh,Male,35,Asian,Undergraduate,Full-time,Married,Financial,Neutral,2.0,1.0,4.5,4.0,2.0,42,11,30,6.5,5.0,5.0,5.0,4.5,5.75,7,6,8,8,7,7,有  有些问题还是可以解答的,helpful,0,无,11.0
P_111,zh,Female,33,Asian,Undergraduate,Other,Married,Financial,Neutral,6.0,2.5,3.0,4.0,5.0,41,11,32,6.5,5.25,4.5,3.0,5.75,6.25,6,5,10,8,6,8,对我感兴趣的东西有用，选衣服的的时候无法抉择，ai解释了衣服的功能帮助到我决策,"helpful, informative",0,ai不够智能，在回答问题的时候不能联想到之前提问已经否定的选项，在后面又推荐之前已经否定的选项,10.0
P_112,zh,Male,34,Asian,Postgraduate,Full-time,Single,Financial,Neutral,6.5,2.5,3.0,3.5,6.5,43,10,32,5.25,4.25,5.25,4.75,5.0,5.25,8,7,7,5,7,7,有一定帮助，尤其是第一个问题，我觉得四个建议都非常合适。对自我形象斗争问题有一定建设性意见,"helpful, provide insights",0,非常感谢，我并没有猜到你们的实验目的 ，很好,10.0
P_113,en,Female,36,White,High school,Other,Single,Emotional,SEMA,3.5,0.0,6.5,3.5,7.0,38,7,25,7.0,6.0,5.0,4.75,4.75,6.25,10,8,5,10,10,10,"Yes, I thought the responses were very thoughtful and provided valid help with the issues at hand.",helpful,0,I think the AI is very well done.,10.0
P_114,en,Male,25,White,High school,Full-time,Single,Financial,SEMA,2.5,0.5,6.0,5.5,5.5,46,9,39,7.0,6.5,5.5,5.25,6.0,6.25,6,6,8,10,8,10,It was helpful in making decisions. It was able to compare between the options and provide a recommendation based on the specifications. It gave quick and direct responses.,"helpful, quick",0,,10.333333333333334
P_115,en,Male,40,Hispanic,High school,Part-time,Single,Emotional,MA,2.0,3.5,6.5,6.0,4.5,29,7,32,6.5,5.5,5.0,4.25,3.5,5.5,9,8,10,4,6,8,I think it was most helpful when it came to self image issues. It is tough to advise on personal conflicts without knowing the full dynamics of the relationship. It was very interesting to use this tool!,helpful,0,I think these AI tools are only going to get better and was helpful to get an idea of how it could help with people not feeling well emotionally.,10.333333333333334
P_116,en,Female,27,Other,College,Other,Married,Emotional,MA,1.5,1.5,6.5,4.5,5.5,36,11,31,5.75,5.5,4.25,5.0,5.25,5.5,8,3,5,7,9,8,"Yes, the assistant was able to provide real-world examples for each of the options.",helpful,0,,10.0
P_117,en,Female,54,White,Undergraduate,Full-time,Divorced,Financial,SEMA,2.5,1.0,7.0,4.0,1.5,37,13,36,6.5,6.0,4.5,4.75,4.25,5.0,10,8,4,10,10,10,"Yes, but the last one, I felt like the AI wouldn't stop pushing me to other options and that it didn't want me to choose Option D.",helpful,1,"I thought I had saved my assigned passcode, but when I went to enter it again, I messed up and hadn't saved it so I didn't have it. I hope I still get paid as I completed this study.",11.0
P_118,en,Female,52,White,High school,Full-time,Single,Financial,MA,3.0,2.5,5.0,1.5,5.5,40,10,21,5.0,4.0,3.25,3.25,4.25,4.0,8,8,8,2,3,2,"The assistant was not very helpful. It was not well informed and, especially in the final conversation, seemed biased.",unhelpful,1,,10.333333333333334
P_119,en,Female,60,White,High school,Part-time,Single,Financial,Neutral,2.0,0.5,7.0,4.5,4.0,43,3,31,7.0,6.0,6.25,4.25,6.5,5.75,6,6,7,10,10,10,"It pinpointed which options were the best for my choices and needs.  It was simple and direct.  Whenever it wasn't helpful was when it said I had to contact customer service for more details so those questions were left unanswered.  Other than that, I was told which options were best for me and I agreed.  I felt that the AI was straightforward although sometimes it wasn't able to answer certain questions.",helpful,0,I had no issues except for the link to the platform.  I had trouble accessing it until I removed the last part of the link to get it to work.,10.0
P_120,en,Male,22,White,College,Full-time,Single,Financial,MA,1.5,3.0,5.0,3.5,4.0,25,7,24,5.0,5.25,5.25,5.25,6.5,5.75,8,8,8,3,5,5,"Eh, not really better than just reading the descriptions.",unhelpful,0,I think you should change the format so we don't need a passcode.,10.0
P_121,en,Male,29,Black,Undergraduate,Full-time,Married,Emotional,Neutral,5.0,2.5,6.5,6.0,6.5,45,10,41,6.0,5.75,6.25,6.0,6.0,6.25,10,10,10,8,8,7,the AI's suggestions were tailored to my personality.,"helpful, personalized",0,,10.5
P_122,en,Male,44,White,Postgraduate,Full-time,Married,Financial,Neutral,4.0,0.0,7.0,7.0,6.5,37,11,41,6.75,6.75,6.75,6.5,3.75,3.5,6,8,7,8,9,10,it was very helpful for me,helpful,0,no,10.333333333333334
P_123,en,Male,28,White,High school,Full-time,Single,Emotional,SEMA,5.0,0.0,5.0,3.5,5.5,35,10,33,5.75,6.0,5.75,4.5,5.0,5.5,9,6,7,10,9,9,"Yes I did, the assistant was very thoughtful and open-minded to finding a solution for me.",helpful,0,No.,10.333333333333334
P_124,en,Male,45,Hispanic,High school,Full-time,Single,Emotional,MA,5.0,2.0,6.5,7.0,5.5,43,13,41,7.0,6.5,5.5,5.0,5.5,7.0,2,3,3,10,9,10,The AI assistant was very helpful and gave many solutions and genuine recommendations,helpful,0,,10.333333333333334
P_125,en,Female,55,White,Undergraduate,Part-time,Single,Financial,Neutral,2.0,2.5,4.0,1.5,4.0,33,14,26,6.75,6.0,6.0,5.0,5.75,5.5,7,7,9,7,7,7,I did think it was helpful. It offered good suggestions and made sense.,helpful,0,no,10.333333333333334
P_126,en,Male,18,Hispanic,College,Unemployed,Single,Emotional,MA,2.5,3.0,5.5,6.0,4.5,29,10,36,3.75,5.25,4.75,2.5,3.5,4.5,8,6,9,8,8,6,"It didn't provide anything particularly insightful, but the mix of support and critique felt like there wasn't a large bias.",unhelpful,1,"The behavior of the assistant seemed to be different on the first scenario. I'm not sure if this was due to my questions, but it was strange.",10.0
P_127,en,Male,21,Black,High school,Unemployed,Single,Emotional,SEMA,4.0,2.5,4.0,3.0,5.0,28,10,27,6.25,5.75,5.5,5.0,5.5,5.75,7,7,5,10,10,10,"They were very helpful, I changed my answer a couple times.",helpful,0,Not much I can really think of but thank you for the nice survey.,10.0
